aggregate,score_biology,score_chemistry,score_physics,score_math,score_english,score_government,score_literature,score_accounting,score_business_management,score_art,score_agriculture,score_ict,interest_healthcare,interest_technology,interest_business,interest_creative,interest_engineering,interest_law,interest_education,interest_agriculture,target
10,74,65,71,100,74,100,94,72,75,53,78,100,6,1,5,4,4,7,0,7,Pharmacist
15,90,65,80,81,50,58,85,78,78,63,55,84,9,8,4,9,0,9,4,4,Electrical Engineer
20,72,64,72,73,43,68,70,65,40,65,94,78,8,9,2,8,0,1,8,8,Agricultural Scientist
21,64,66,66,65,40,54,76,61,60,87,84,57,0,0,0,3,8,7,3,7,Teacher
27,46,57,59,54,40,67,73,62,48,92,56,56,6,0,6,0,1,8,7,8,Teacher
9,85,100,65,67,98,100,99,100,79,76,93,100,7,4,0,7,5,1,6,7,Lawyer
22,56,72,52,73,53,72,85,40,60,40,62,72,8,8,9,9,8,5,9,9,Teacher
18,56,66,80,95,67,53,78,68,85,61,52,96,3,8,2,9,1,4,8,2,Business Analyst
26,55,40,55,40,58,89,63,79,80,53,70,40,7,2,6,5,0,6,2,3,Teacher
15,59,88,51,77,85,72,100,70,68,80,66,55,0,1,5,2,6,0,2,2,Accountant
6,77,65,99,100,67,85,80,99,86,100,85,72,5,2,6,8,9,5,6,7,Medical Doctor
25,69,50,58,50,49,81,51,57,78,73,87,69,0,7,0,7,2,3,1,5,Teacher
8,85,43,99,100,100,90,97,70,63,100,96,100,5,9,0,5,7,7,9,2,Lawyer
26,46,55,84,60,77,59,45,69,48,55,91,70,2,2,6,6,5,6,4,7,Teacher
23,90,62,65,52,67,48,54,76,58,79,63,44,2,8,4,9,7,7,8,9,Teacher
10,100,83,58,88,87,100,90,81,66,100,50,92,6,3,6,3,6,3,8,4,Lawyer
29,58,54,56,50,65,76,60,90,61,72,48,58,5,7,7,3,4,1,3,5,Teacher
23,59,70,70,67,74,72,60,76,50,61,58,71,6,8,5,4,0,2,8,7,Teacher
22,67,50,77,56,46,69,86,54,63,77,82,88,6,8,0,4,3,9,1,6,Teacher
29,73,70,42,54,66,61,49,65,71,57,45,65,7,0,6,2,1,4,3,8,Teacher
22,93,62,61,40,77,56,69,62,60,65,66,84,7,7,0,4,1,9,5,2,Teacher
21,67,71,66,83,65,68,70,62,67,66,58,54,6,8,1,0,4,9,4,0,Teacher
19,80,67,68,75,77,89,87,70,50,81,79,74,2,7,3,1,3,6,8,4,Teacher
33,71,52,47,48,88,57,55,64,40,54,47,44,4,5,4,5,2,8,1,1,Teacher
15,72,96,85,67,70,83,69,48,81,71,87,78,9,6,0,7,9,6,7,7,Agricultural Scientist
30,77,73,68,87,60,69,59,55,67,55,60,61,6,6,7,2,1,0,1,2,Teacher
18,49,77,75,90,44,62,89,80,83,94,61,60,4,5,6,8,4,3,2,4,Business Analyst
31,69,68,64,40,52,72,47,62,77,77,74,64,7,9,1,5,6,9,0,4,Teacher
28,73,40,67,62,73,41,59,53,57,60,52,58,5,9,5,6,8,6,2,3,Teacher
22,76,62,79,40,73,69,40,73,75,40,49,97,6,1,5,2,5,8,5,0,Teacher
9,87,55,58,95,70,73,88,94,89,72,75,70,2,1,7,7,5,1,0,5,Lawyer
27,57,62,45,40,40,40,40,75,63,60,54,40,9,3,0,9,9,8,5,0,Teacher
16,63,66,87,54,82,65,48,61,76,96,89,71,7,0,6,6,9,3,6,9,Agricultural Scientist
26,71,68,54,70,43,71,74,65,68,70,76,72,0,9,2,5,3,2,5,2,Teacher
21,65,73,59,100,59,88,57,92,98,74,72,54,2,0,6,6,7,1,6,8,Teacher
15,100,68,80,80,75,46,68,80,76,87,88,73,2,4,8,2,7,8,6,5,Civil Engineer
11,100,80,86,89,100,56,94,89,77,88,94,92,7,0,4,9,8,2,9,1,Civil Engineer
35,67,61,40,49,77,83,80,40,54,49,69,55,0,0,2,0,3,2,6,8,Teacher
32,50,71,55,44,77,49,61,40,40,83,62,58,3,6,2,2,7,6,4,2,Teacher
24,60,40,79,73,71,100,49,86,61,67,68,76,6,6,1,7,8,9,4,2,Teacher
18,73,92,68,64,62,65,40,60,85,40,66,68,1,5,7,2,5,7,8,7,Nurse
8,66,100,90,76,75,85,86,88,97,78,89,82,7,4,0,6,1,4,6,6,Lawyer
11,96,93,78,85,97,55,74,83,54,61,73,84,7,4,7,8,3,0,9,6,Pharmacist
26,89,50,59,40,54,40,100,45,66,53,57,59,9,7,6,1,1,6,9,9,Teacher
14,82,74,74,69,75,100,75,93,86,82,83,79,6,1,8,3,6,7,4,7,Accountant
15,75,53,67,52,75,96,66,81,75,100,96,53,2,1,6,5,6,1,3,0,Civil Engineer
10,89,96,86,96,80,100,77,74,77,70,96,61,1,5,2,8,7,6,6,6,Architect
25,54,40,70,72,48,64,54,73,55,55,64,56,7,1,8,0,2,3,5,3,Teacher
20,77,52,100,70,84,77,71,76,75,67,100,86,3,3,0,1,7,5,0,6,Teacher
12,76,57,71,73,87,85,91,90,100,82,89,95,0,7,4,1,0,0,3,3,Software Engineer
28,74,48,51,61,57,66,80,58,40,40,40,40,4,0,5,3,8,5,0,5,Teacher
28,40,40,54,62,67,57,40,54,40,56,68,66,9,0,7,1,6,3,7,5,Teacher
15,63,60,80,74,71,63,77,75,97,64,70,96,4,7,2,8,8,6,7,8,Pharmacist
21,61,69,61,76,55,60,75,90,79,87,63,59,4,8,8,0,4,4,6,7,Teacher
6,100,100,85,86,96,93,88,72,78,100,86,100,8,2,6,7,2,5,6,3,Medical Doctor
17,65,81,75,60,89,81,74,78,68,45,76,100,1,3,5,9,9,4,3,7,Teacher
23,40,49,64,79,92,49,75,40,60,65,90,53,4,6,9,5,0,9,5,3,Teacher
29,43,40,52,40,52,46,49,70,59,70,93,40,6,6,2,1,9,7,8,7,Teacher
7,96,100,100,100,96,75,84,58,100,76,78,94,6,4,4,5,1,0,0,2,Medical Doctor
15,58,54,73,40,78,51,81,80,76,84,80,73,4,1,3,4,5,5,0,5,Civil Engineer
6,78,81,100,89,100,100,100,90,82,100,100,99,8,9,6,2,6,4,8,7,Medical Doctor
27,65,40,59,85,52,58,76,67,40,57,65,80,7,2,6,9,2,1,9,5,Teacher
35,75,64,50,59,60,73,55,60,62,55,63,61,0,0,3,7,9,7,8,1,Teacher
12,68,92,85,92,77,97,64,73,76,94,73,67,7,3,7,6,5,6,5,5,Civil Engineer
28,69,44,48,63,50,89,72,67,61,54,56,47,4,8,6,2,3,8,0,7,Teacher
18,87,70,55,96,62,61,45,81,73,46,76,85,4,2,4,4,6,8,4,8,Business Analyst
25,40,66,47,77,73,59,49,64,52,74,70,100,9,4,9,1,0,3,1,8,Teacher
16,77,49,66,76,100,65,66,82,74,57,49,48,5,2,7,9,4,8,8,1,Accountant
28,40,67,44,55,70,43,77,54,92,61,85,77,0,5,6,8,0,0,1,5,Teacher
35,40,75,74,78,76,80,40,79,67,51,42,60,2,1,5,8,9,2,1,1,Teacher
31,40,45,69,40,65,40,46,40,63,76,65,66,2,7,1,0,0,7,1,4,Teacher
9,100,100,76,95,46,82,100,79,66,96,84,89,5,4,4,7,0,1,0,9,Lawyer
30,60,40,48,65,46,62,88,81,72,59,52,71,4,8,0,9,6,6,4,3,Teacher
18,82,80,61,83,63,88,58,61,61,77,72,74,6,0,6,6,7,1,0,0,Software Engineer
30,55,81,44,43,40,67,56,40,59,51,79,49,2,1,8,9,1,2,8,2,Teacher
32,66,71,69,46,75,55,73,58,64,65,72,40,7,9,5,4,1,4,6,2,Teacher
19,55,73,77,83,81,57,72,69,55,71,50,75,7,7,8,1,5,9,4,5,Teacher
32,62,63,49,51,60,59,63,52,40,82,40,72,4,2,1,2,1,1,1,1,Teacher
10,100,61,100,84,95,79,100,72,85,99,72,86,6,6,1,6,6,8,5,9,Civil Engineer
14,83,100,81,65,90,100,59,87,79,64,69,100,9,8,4,5,1,4,5,4,Electrical Engineer
29,55,70,72,64,87,61,64,63,70,60,44,65,5,7,6,7,4,8,5,9,Teacher
7,98,99,77,80,91,100,69,70,100,100,75,83,6,7,6,4,3,7,8,6,Medical Doctor
18,77,82,80,68,69,62,76,100,53,87,65,94,5,8,0,1,7,7,5,5,Agricultural Scientist
23,89,72,63,44,83,63,54,76,77,51,54,73,6,1,1,3,1,4,9,6,Teacher
6,90,82,66,91,69,95,60,65,92,100,86,100,6,3,4,1,6,0,3,7,Medical Doctor
33,79,75,52,42,40,57,56,65,40,62,67,50,0,5,5,0,6,9,4,7,Teacher
31,40,65,52,54,54,64,40,40,41,73,53,67,7,0,0,0,9,4,6,3,Teacher
15,75,84,77,73,100,86,78,60,79,64,52,71,7,2,7,3,5,0,1,6,Business Analyst
31,68,69,65,67,58,55,40,54,49,61,49,62,9,4,8,1,6,7,2,0,Teacher
15,52,69,71,81,72,66,54,78,65,97,79,85,9,6,8,2,3,0,1,2,Electrical Engineer
28,59,58,40,76,74,65,53,56,55,40,70,60,6,2,9,2,3,9,2,9,Teacher
34,54,40,40,77,59,69,63,42,56,40,74,64,8,2,4,9,2,4,1,2,Teacher
29,60,52,50,65,51,63,49,63,83,68,52,65,9,6,0,5,1,7,9,7,Teacher
13,56,75,88,87,100,74,52,98,83,84,92,99,1,4,8,1,1,7,2,2,Civil Engineer
27,60,45,82,70,71,55,56,66,40,53,40,63,9,4,2,2,0,3,8,5,Teacher
34,51,63,51,40,62,76,59,40,61,48,40,58,9,4,7,9,0,0,3,7,Teacher
11,100,100,96,88,98,70,72,86,100,79,80,53,0,7,9,1,7,5,4,5,Pharmacist
16,73,57,55,96,63,91,85,66,83,80,89,78,6,2,6,4,0,7,8,5,Business Analyst
23,44,93,66,62,79,40,86,93,81,40,76,90,7,4,5,2,7,3,8,4,Teacher
13,81,100,83,91,100,67,50,55,63,74,87,94,2,7,9,1,6,9,7,4,Civil Engineer
17,56,47,92,68,83,67,57,84,79,70,79,60,5,6,6,6,8,1,2,6,Business Analyst
35,69,61,56,65,53,62,55,40,52,74,67,56,6,7,3,8,6,1,8,6,Teacher
30,83,73,40,72,54,51,71,57,54,40,73,75,6,5,0,2,3,9,6,2,Teacher
16,64,70,73,85,75,62,68,59,74,100,100,80,3,1,2,3,0,6,4,8,Nurse
35,57,52,73,77,42,73,50,47,57,74,64,64,5,7,1,6,4,5,6,8,Teacher
20,60,79,82,80,81,76,87,40,82,99,60,58,9,7,6,7,1,6,3,1,Agricultural Scientist
28,58,86,74,81,66,60,68,50,72,53,51,40,6,2,8,7,2,1,2,3,Teacher
18,74,70,62,73,85,89,49,67,87,96,60,93,4,0,9,5,1,0,0,0,Accountant
35,41,70,55,54,50,59,62,74,75,42,66,78,9,0,9,7,0,7,0,9,Teacher
30,76,65,82,57,56,61,40,53,55,55,64,40,1,7,9,1,8,8,5,9,Teacher
12,85,86,80,91,80,78,93,82,85,96,88,95,5,4,5,5,9,5,7,5,Lawyer
12,89,74,79,89,67,92,100,59,89,69,92,87,3,6,3,7,5,9,9,7,Lawyer
14,86,76,77,88,100,85,86,72,75,40,64,63,6,2,3,6,8,7,7,0,Agricultural Scientist
10,100,90,100,88,100,100,98,96,100,100,72,88,8,6,8,6,9,3,4,6,Civil Engineer
14,73,100,64,78,96,91,100,79,72,62,73,62,7,3,9,3,9,7,3,3,Civil Engineer
33,69,46,68,72,40,75,71,83,60,47,78,60,3,2,9,8,3,6,4,6,Teacher
19,66,51,62,50,52,54,85,93,48,95,54,82,1,2,8,2,7,5,6,4,Accountant
12,63,100,95,82,40,53,100,73,99,74,67,66,4,0,3,5,8,3,5,9,Architect
10,75,97,77,71,93,65,100,100,93,76,68,46,9,8,0,8,4,3,9,4,Pharmacist
13,69,87,79,76,62,94,55,93,81,81,79,67,1,6,1,4,4,2,1,2,Architect
17,65,72,74,65,81,71,77,63,84,66,98,71,4,1,2,4,1,2,7,5,Accountant
23,81,76,85,59,79,94,54,60,59,97,49,67,3,2,9,1,2,1,7,0,Teacher
26,80,43,47,64,56,82,49,61,40,79,40,98,7,3,6,4,5,7,3,5,Teacher
7,100,94,86,86,68,74,90,93,100,100,84,97,7,9,5,0,0,3,6,4,Medical Doctor
23,88,41,85,50,69,71,68,98,60,40,70,62,3,4,3,8,1,0,3,5,Teacher
34,73,46,65,57,58,96,78,75,67,49,63,68,7,0,0,9,1,8,3,6,Teacher
6,60,100,71,74,97,99,100,95,90,93,100,100,2,2,6,8,0,0,1,5,Medical Doctor
33,54,47,41,58,60,45,46,77,71,87,40,85,4,3,9,5,3,7,8,0,Teacher
25,78,66,69,59,78,40,49,81,55,40,84,78,6,9,9,1,7,4,4,8,Teacher
15,46,87,73,92,83,78,77,100,65,81,81,53,0,8,8,5,7,8,4,1,Business Analyst
25,59,41,54,69,56,59,56,53,53,53,51,47,9,7,8,8,1,8,7,8,Teacher
10,100,93,99,88,100,67,76,72,82,100,100,99,5,1,1,9,4,4,0,0,Architect
20,66,79,68,57,100,40,97,83,58,98,49,85,6,5,7,3,8,7,2,2,Accountant
14,66,70,81,89,78,82,41,100,90,89,88,89,8,1,8,5,2,7,6,7,Architect
6,95,69,83,79,100,86,69,97,94,92,74,99,3,3,8,0,5,1,5,6,Medical Doctor
23,54,60,69,64,53,94,64,100,51,59,65,66,7,1,6,6,6,3,6,9,Teacher
19,76,92,98,55,78,60,73,100,84,61,60,71,2,6,9,5,4,8,9,6,Agricultural Scientist
16,100,83,62,66,61,60,66,82,77,98,53,62,5,9,7,3,8,5,5,3,Software Engineer
33,57,51,40,83,72,58,48,78,67,50,67,61,0,5,1,3,3,9,9,4,Teacher
23,65,92,92,59,62,56,40,81,100,58,53,61,6,4,6,8,7,0,9,9,Teacher
26,66,44,52,64,44,42,43,68,55,78,47,40,9,9,3,3,6,5,9,2,Teacher
35,60,65,40,93,44,41,69,62,40,47,53,48,7,3,0,1,1,1,8,6,Teacher
31,40,43,40,63,89,71,43,49,52,65,83,52,0,3,6,3,7,6,5,4,Teacher
29,68,54,49,90,40,79,40,52,40,47,51,49,5,6,5,0,8,7,1,0,Teacher
21,90,75,73,70,66,77,60,66,50,75,54,69,9,5,2,9,4,0,5,6,Teacher
34,58,41,54,54,76,67,49,64,66,40,91,57,4,3,0,8,5,1,6,5,Teacher
27,66,56,41,46,83,53,82,45,51,53,71,63,6,8,1,9,2,5,1,1,Teacher
17,72,75,82,90,67,83,71,92,61,82,62,60,4,1,8,5,4,4,3,0,Nurse
22,60,52,81,71,75,69,69,71,81,49,58,51,9,8,5,2,9,6,3,2,Teacher
27,59,66,63,51,78,59,65,45,40,42,87,69,2,4,9,6,7,7,1,0,Teacher
11,86,90,91,97,100,68,62,84,91,70,87,100,5,6,8,6,6,2,9,8,Architect
27,55,40,56,40,77,51,71,65,48,65,85,60,8,0,4,3,7,4,8,0,Teacher
6,97,74,97,97,100,89,98,93,100,40,80,87,8,5,5,9,5,3,6,1,Medical Doctor
34,42,49,82,51,53,63,59,74,72,64,56,74,2,9,3,0,3,8,0,6,Teacher
12,83,73,74,91,75,100,67,74,68,63,70,74,0,4,1,3,1,2,4,1,Nurse
10,73,82,56,100,100,80,90,86,65,100,80,54,5,0,4,8,9,9,4,6,Pharmacist
31,69,71,52,64,65,52,79,63,57,41,77,61,5,4,3,7,1,5,9,5,Teacher
10,51,74,90,90,87,82,87,100,88,78,83,81,4,1,1,0,9,8,3,3,Electrical Engineer
9,77,69,70,87,68,91,54,100,65,76,77,100,4,6,2,3,1,5,4,0,Medical Doctor
29,58,72,74,40,66,82,40,58,61,58,56,43,9,2,6,2,1,2,3,8,Teacher
33,40,60,40,57,54,68,49,83,72,40,55,82,4,4,0,5,5,7,4,1,Teacher
12,58,91,78,92,78,89,67,86,72,91,79,98,8,0,7,0,2,5,7,6,Architect
11,99,71,83,73,70,83,79,67,73,84,74,83,0,6,4,0,8,8,5,8,Medical Doctor
13,76,88,72,77,89,100,97,82,88,81,57,99,2,2,2,0,2,4,7,6,Nurse
18,76,58,91,74,92,74,40,100,56,66,91,100,5,6,5,1,7,6,5,4,Software Engineer
35,69,45,90,50,66,51,61,43,76,47,61,59,2,2,7,0,1,0,6,3,Teacher
15,74,95,46,68,100,77,70,84,63,42,100,64,6,0,5,3,5,2,4,2,Pharmacist
10,90,91,74,88,83,87,100,91,90,71,73,92,6,4,6,6,9,7,0,3,Medical Doctor
8,100,84,79,76,83,73,95,100,65,88,100,65,0,9,8,0,5,6,7,1,Medical Doctor
32,68,68,59,74,60,64,51,77,62,65,61,61,9,5,4,5,0,7,3,6,Teacher
19,52,60,55,60,62,52,67,68,80,73,92,80,3,7,7,2,0,2,9,0,Teacher
23,62,61,54,52,40,75,73,59,84,99,43,74,4,7,7,4,5,5,5,4,Teacher
22,77,84,56,61,74,83,70,40,84,86,58,79,5,0,0,1,9,6,3,3,Teacher
20,78,62,78,69,57,58,88,55,52,75,69,50,8,8,7,7,3,7,1,4,Agricultural Scientist
10,98,98,63,99,80,66,100,100,94,92,100,77,8,8,3,9,3,1,7,1,Medical Doctor
7,100,99,95,75,83,100,71,73,94,77,100,78,8,6,1,3,7,9,5,4,Medical Doctor
15,67,77,63,74,88,60,70,85,46,100,93,54,9,7,0,7,7,9,9,2,Nurse
29,51,75,51,86,51,73,61,70,44,40,45,53,6,5,9,9,7,4,2,1,Teacher
31,54,53,60,44,56,53,41,57,40,49,65,66,7,3,3,5,1,8,7,1,Teacher
21,66,69,71,67,100,56,83,87,51,69,73,71,6,9,4,9,8,8,7,5,Teacher
32,40,78,81,66,55,40,60,53,40,50,59,64,8,9,6,7,2,4,2,6,Teacher
31,66,41,59,57,48,59,40,66,54,56,72,66,8,8,4,4,2,6,6,2,Teacher
8,97,64,100,100,59,94,93,98,93,73,84,100,5,6,0,2,9,8,7,9,Lawyer
17,72,95,73,62,76,73,81,98,80,100,81,62,2,1,4,8,5,3,6,9,Teacher
12,92,62,80,71,52,85,88,92,93,80,88,84,0,6,9,9,2,0,0,4,Architect
9,94,76,69,100,72,100,92,100,81,62,86,64,6,3,7,4,8,8,2,8,Lawyer
33,72,83,54,96,74,64,57,66,40,58,79,54,5,4,0,7,7,4,2,7,Teacher
9,94,92,83,80,100,67,100,82,66,78,73,77,3,0,9,0,9,4,0,9,Medical Doctor
9,86,100,86,91,100,70,73,88,75,83,69,73,1,4,9,2,4,2,1,3,Medical Doctor
18,53,77,70,94,96,65,40,86,65,67,90,78,5,0,7,2,3,5,3,7,Business Analyst
6,91,100,62,94,95,95,66,75,88,100,100,81,7,2,4,3,9,2,9,4,Medical Doctor
16,57,85,80,89,79,59,40,93,69,42,99,84,9,4,7,4,1,5,1,7,Business Analyst
35,66,54,100,94,47,56,46,40,85,57,43,40,2,7,2,9,3,8,3,1,Teacher
13,100,86,82,74,82,68,90,80,77,77,91,71,4,3,0,9,1,8,0,9,Software Engineer
10,100,100,94,82,100,91,62,99,72,96,60,100,4,2,7,0,1,0,5,3,Pharmacist
12,82,76,96,81,65,84,100,60,67,80,76,88,9,2,1,8,0,9,1,5,Pharmacist
33,40,44,40,84,43,68,67,40,53,56,40,86,2,6,9,4,8,7,5,3,Teacher
14,58,99,91,70,69,96,92,75,66,95,71,84,9,3,5,1,1,9,9,3,Civil Engineer
35,43,56,72,59,69,67,53,78,74,72,66,54,8,3,0,3,0,9,9,2,Teacher
9,49,79,76,94,70,63,79,86,60,100,83,86,0,5,5,6,9,8,5,1,Lawyer
18,83,74,65,100,72,56,95,68,47,60,43,61,9,8,5,8,1,0,3,4,Nurse
13,67,76,78,77,70,93,97,94,81,71,77,79,0,6,0,8,5,6,6,0,Nurse
24,50,65,66,85,67,58,63,69,75,89,87,52,5,2,8,4,4,6,8,0,Teacher
8,53,69,80,100,100,99,96,67,100,77,94,74,5,5,2,8,2,4,5,0,Lawyer
28,56,49,59,54,62,91,59,76,40,54,41,63,8,9,6,8,0,2,9,1,Teacher
9,94,96,100,96,100,86,76,85,90,72,75,80,4,9,7,6,0,0,6,5,Medical Doctor
34,82,65,69,98,58,43,93,70,42,57,66,48,0,4,7,8,5,9,2,7,Teacher
7,44,93,100,100,88,57,100,90,100,91,97,75,9,7,7,1,3,1,7,6,Medical Doctor
20,83,80,47,78,68,61,66,94,65,81,85,83,4,3,7,4,3,7,0,8,Accountant
19,82,67,59,84,74,56,87,64,58,85,59,73,3,1,4,1,9,1,5,9,Teacher
6,91,100,77,66,92,88,100,92,100,88,83,100,9,0,7,9,0,2,4,9,Medical Doctor
33,63,40,73,53,72,59,64,49,54,69,58,43,8,8,9,8,8,6,7,1,Teacher
29,67,75,78,53,52,53,40,41,59,65,67,48,7,2,5,3,2,2,3,5,Teacher
22,62,46,40,44,63,76,76,90,68,70,63,63,1,0,9,9,9,4,3,8,Teacher
21,76,73,67,79,69,41,56,85,81,52,60,59,4,9,8,7,0,2,4,2,Teacher
22,71,67,79,44,51,77,41,79,73,78,59,74,0,8,8,5,4,4,5,6,Teacher
15,91,78,77,59,75,87,61,63,83,89,100,73,2,3,9,3,3,1,5,7,Nurse
6,65,100,83,86,93,86,100,86,82,100,100,100,1,5,8,8,1,4,6,4,Medical Doctor
6,92,100,74,89,100,93,100,100,83,100,78,100,3,4,2,4,6,2,2,0,Medical Doctor
33,41,65,73,68,69,40,53,56,81,51,40,44,9,2,2,6,5,1,0,5,Teacher
30,53,55,51,59,61,45,43,70,59,75,69,55,4,9,0,2,7,8,3,2,Teacher
26,72,70,40,88,49,64,64,84,62,67,59,43,2,5,4,1,8,2,5,8,Teacher
15,80,80,95,80,85,84,89,69,82,42,68,92,4,2,0,3,0,0,5,4,Software Engineer
22,78,70,59,43,65,54,100,68,47,62,78,84,5,1,0,9,1,6,3,6,Teacher
34,70,49,64,40,77,69,70,73,63,40,74,48,4,0,8,8,4,9,2,7,Teacher
17,85,65,78,66,50,77,93,74,59,72,82,71,4,1,6,6,7,3,8,9,Agricultural Scientist
34,79,69,58,70,57,40,40,59,55,58,54,43,9,0,6,3,5,6,7,4,Teacher
11,76,90,90,70,78,75,89,81,72,85,88,100,4,4,2,6,4,1,8,4,Civil Engineer
28,73,66,62,75,65,40,40,47,89,69,68,61,5,2,7,1,0,1,8,4,Teacher
27,51,55,51,52,48,48,40,56,40,71,51,58,4,7,5,7,4,9,8,5,Teacher
14,89,62,88,63,80,60,80,78,62,58,90,72,9,9,6,3,8,7,9,8,Accountant
30,40,58,40,67,40,51,77,70,59,92,61,75,6,2,9,3,8,6,3,1,Teacher
7,95,67,100,72,91,93,100,79,97,100,82,81,8,5,5,6,0,4,3,3,Medical Doctor
26,53,57,46,93,62,43,65,40,51,67,68,74,3,3,5,0,4,2,7,4,Teacher
13,84,100,69,87,85,87,75,91,69,73,77,77,6,0,0,4,3,7,1,5,Pharmacist
6,69,57,76,83,73,90,100,100,97,100,77,84,0,4,2,6,7,9,5,4,Medical Doctor
33,40,58,58,64,81,75,63,56,40,71,65,75,4,7,7,8,0,3,5,4,Teacher
21,73,82,90,67,84,63,61,68,68,75,51,76,8,3,1,8,7,1,7,7,Teacher
28,73,61,74,82,68,58,58,40,49,73,74,48,6,0,6,5,4,5,7,5,Teacher
30,72,47,42,68,64,63,50,40,74,100,40,75,3,1,2,6,8,6,7,2,Teacher
6,92,99,100,98,94,84,98,80,94,87,76,100,2,6,3,6,0,6,2,1,Medical Doctor
8,80,55,85,100,100,77,93,83,98,86,84,61,0,3,8,6,6,6,3,6,Lawyer
17,50,100,100,50,78,45,85,88,74,78,64,75,9,7,8,8,0,2,5,6,Accountant
7,100,83,85,100,61,82,98,84,91,58,76,99,2,3,8,9,6,7,5,0,Medical Doctor
21,60,62,57,56,74,79,62,69,71,87,59,71,2,3,2,0,3,8,6,5,Teacher
14,79,83,73,66,65,100,84,59,93,100,55,88,3,4,7,2,8,8,9,2,Architect
16,57,80,70,94,62,100,88,95,60,100,57,72,0,8,3,6,4,8,8,5,Teacher
21,40,85,83,70,80,84,68,74,68,67,58,47,5,9,7,7,6,7,7,9,Teacher
7,81,100,96,64,93,49,76,96,89,62,72,50,8,4,7,1,1,3,3,2,Medical Doctor
22,82,63,80,40,83,47,50,56,83,53,57,52,1,7,3,8,7,4,4,8,Teacher
10,100,100,94,90,66,100,88,80,90,75,49,93,3,9,8,6,2,4,8,8,Lawyer
14,70,87,84,95,87,91,66,86,82,49,78,63,4,3,7,2,1,3,2,6,Civil Engineer
9,77,98,86,76,85,78,73,82,87,84,82,89,1,1,6,5,8,9,4,2,Lawyer
22,98,61,86,43,55,86,70,56,79,51,67,81,8,2,0,3,6,3,3,8,Teacher
11,93,64,84,91,93,95,91,85,100,82,83,100,4,7,4,9,8,5,7,2,Medical Doctor
14,93,65,97,100,96,88,72,83,58,67,68,79,3,2,8,9,7,8,4,4,Electrical Engineer
10,89,62,91,100,69,81,82,86,86,94,83,100,6,9,0,4,0,8,4,4,Architect
29,56,74,62,66,59,40,79,65,40,53,68,82,7,7,2,8,3,0,8,4,Teacher
18,79,66,78,44,85,57,89,100,51,72,57,47,0,2,5,2,8,9,9,1,Nurse
8,100,100,78,100,96,77,81,77,57,100,91,97,6,5,1,0,4,1,9,9,Medical Doctor
7,90,53,99,90,100,100,100,68,72,97,72,100,7,0,4,8,0,3,7,7,Medical Doctor
32,59,47,64,40,55,70,69,73,44,40,68,45,3,6,5,1,3,2,8,5,Teacher
7,79,86,79,100,71,100,93,92,88,100,86,78,5,5,8,9,0,0,9,5,Medical Doctor
11,94,90,100,50,76,55,93,72,100,75,85,77,5,8,8,8,4,3,5,9,Pharmacist
26,72,61,71,58,76,71,62,71,76,88,50,74,5,8,6,1,0,2,3,8,Teacher
7,97,87,95,94,81,84,98,100,100,72,72,81,2,4,1,3,5,0,1,1,Medical Doctor
17,82,72,87,66,73,51,66,61,48,72,72,78,0,6,3,3,2,8,2,3,Nurse
13,65,69,84,73,78,79,100,91,66,77,92,96,2,0,5,0,2,6,3,8,Pharmacist
14,98,74,90,64,76,88,67,85,96,84,70,69,7,8,7,4,9,1,5,7,Software Engineer
28,62,53,75,68,48,57,44,62,69,40,44,85,2,8,3,5,2,2,8,8,Teacher
24,69,40,69,62,82,51,72,65,51,79,70,58,8,7,1,5,7,5,8,4,Teacher
23,53,58,53,84,67,43,49,75,54,40,73,71,5,4,6,1,7,6,5,2,Teacher
7,74,100,77,100,69,84,85,72,93,81,100,77,9,5,0,1,3,2,8,0,Medical Doctor
30,93,66,64,50,68,62,59,67,40,58,42,60,2,3,0,4,9,8,0,6,Teacher
33,65,47,42,42,65,40,68,86,85,40,40,67,1,8,7,4,9,2,8,9,Teacher
12,80,80,91,71,60,44,100,94,81,81,88,96,3,0,3,4,4,0,1,5,Civil Engineer
10,95,84,74,91,59,77,84,88,82,74,98,60,5,1,2,0,5,1,2,5,Pharmacist
22,44,90,63,59,70,58,40,86,67,78,69,81,1,5,4,4,5,9,6,3,Teacher
33,87,57,53,48,95,75,40,80,46,69,53,40,4,2,6,4,8,6,3,6,Teacher
20,83,89,70,50,79,80,83,55,82,74,78,58,2,8,8,2,9,1,4,3,Agricultural Scientist
33,40,96,51,40,72,47,88,70,91,44,79,47,5,4,1,1,5,8,8,0,Teacher
15,98,76,78,98,79,100,56,84,100,100,71,73,2,6,2,3,8,9,7,5,Pharmacist
13,77,56,71,100,93,72,84,79,69,45,67,75,5,5,0,3,9,4,5,4,Accountant
8,60,64,100,84,100,88,91,87,72,94,77,92,7,6,9,8,7,6,5,2,Medical Doctor
29,70,59,83,65,40,50,57,79,53,49,40,79,6,3,1,7,4,9,3,1,Teacher
14,100,100,100,100,100,78,77,82,75,63,83,55,6,1,5,1,7,6,1,3,Business Analyst
21,63,64,50,54,40,85,77,48,51,48,54,72,5,0,7,5,6,1,2,5,Teacher
18,85,71,71,53,41,78,63,45,64,76,79,75,4,5,9,7,8,2,2,6,Agricultural Scientist
19,78,60,76,100,79,73,50,82,84,76,73,100,2,5,3,9,1,8,5,4,Agricultural Scientist
